paragraph_id,volume_title,monster_type,narrative_themes,theme_descriptions,keywords,text
X38-P991,续·支诺皋下,术法幻术,迷路归返、法术幻术、异物奇珍,迷路后经历奇遇最终返回、使用法术或幻术的故事、奇异物品和珍宝的记载,神、仙、佛、道,成都坊正张和。蜀郡有豪家子，富拟卓、郑，蜀之名姝，无不毕致。每按图求丽，媒盈其门，常恨无可意者。或言：「坊正张和，大侠也。幽房闺稚，无不知之，盍以诚投乎？」豪家……
X38-P992,续·支诺皋下,神仙志怪,隐逸修行,隐逸修行的故事,佛,兴元城固县有韦氏女，两岁能语，自然识字，好读佛经。至五岁，一县所有经悉读遍。至八岁，忽清晨薰衣靓妆，默存牖下。父母讶移时不出，视之，已蜕衣而失，竟不知何之。荆州……
X38-P993,续·支诺皋下,神仙志怪,占卜预言,通过占卜进行预言的故事,,忠州垫江县县吏冉端，开成初，父死。有严师者，善山冈，为卜地，云合有生气群聚之物。掘深丈余，遇蚁城，方数丈，外重雉堞皆具，子城谯橹工若雕刻。城内分径街，小垤相次。……
X38-P994,续·支诺皋下,神仙志怪,人兽互变,人与兽之间的变形互变,道、变,朱道士者，太和八年，常游庐山，憩于涧石。忽见蟠蛇，如堆缯锦，俄变为巨龟。访之山叟，云是玄武。
X38-P995,续·支诺皋下,神仙志怪,修道成仙,通过修炼得道成仙,道、龙、魄,朱道士又曾游青城山丈人观，至龙桥，见岩下有枯骨，背石平坐，按手膝上，状如钩锁，附苔络蔓，色白如雪。云祖父已尝见，不知年代，其或炼形濯魄之士乎？
X38-P996,续·支诺皋下,神仙志怪,僧尼异事,僧尼的奇异经历,,武宗之元年，戎州水涨，浮木塞江。刺史赵士宗召水军接水，约获百余段。公署卑小，地窄不复用，因并修开元寺。后月余日，有夷人逢人如猴，着故青衣，亦不辩何制，云：「关将……
X38-P997,续·支诺皋下,神仙志怪,僧尼异事、梦兆应验,僧尼的奇异经历、梦中的预兆后来应验,,成都乞儿严七师，幽陋凡贱，涂垢臭秽不可近。言语无度，往往应于未兆。居西市悲田坊，常有帖衙俳儿干满川、白迦、叶珪、张美、张翱等五人为火。七师遇于途，各与十五文，勤……
X38-P998,续·支诺皋下,神仙志怪,冥界游历,进入冥界游历后返回的故事,神、鬼、精、道、魂、符,荆州百姓郝惟谅，性粗率，勇于私斗。武宗会昌二年，寒食日，与其徒游于郊外，蹴鞠角力，因醉于墦间。迨宵分方始寤，将归，历道左里余，值人家，室绝卑，虽张灯而颇昏暗，遂……
X38-P999,续·支诺皋下,神仙志怪,迷路归返,迷路后经历奇遇最终返回,僧、道,衡岳西原近朱陵洞，其处绝险，多大木、猛兽，人到者率迷路，或遇巨蛇，不得进。长庆中，有头陀悟空，常裹粮持锡，夜入山林，越兕侵虎，初无所惧。至朱陵原，游览累日，扪萝……
X38-P1000,续·支诺皋下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,严绶镇太原，市中小儿如水际泅戏。忽见物中流流下，小儿争接，乃一瓦瓶，重帛幕之。儿就岸破之，有婴儿，长尺余，遂走。群儿逐之，顷间足下旋风起，婴儿已蹈空数尺。近岸，……
X38-P1001,续·支诺皋下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,王哲，虔州刺史，在平康里治第西偏，家人掘地，拾得一石子，朱书其上曰「修此不吉。」家人揩拭，转分明，乃呈哲。哲意家人情于畚锸，自磨朱，深若石脉，哲甚恶之。其年，哲……
X38-P1002,续·支诺皋下,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,鬼、魅、僧、咒,世有村人供于僧者，祈其密言，僧绐之曰：「驴」。其人遂日夕念之。经数岁，照水，见青毛驴附于背。凡有疾病魅鬼，其人至其所立愈。后知其诈，咒效亦歇。
X38-P1003,续·支诺皋下,神仙志怪,动植怪变,动植物出现怪异变化,,秀才田瞫云：太和六年秋，凉州西县百姓妻产子，四手四足，身分两面，项上发一穗，长至足。时朝伯峻为县令。
X38-P1004,续·支诺皋下,神仙志怪,法术幻术、物怪变形,使用法术或幻术的故事、无生命物体变形为怪物或精灵,精,韦斌虽生于贵门，而性颇厚质，然其地望素高，冠冕特盛。虽门风稍奢，而斌立朝侃侃，容止尊严，有大臣之体。每会朝，未常与同列笑语。旧制，群臣立于殿庭，既而遇雨雪，亦不……
X38-P1005,续·支诺皋下,神仙志怪,隐逸修行,隐逸修行的故事,神、精、道,天宝中，处士崔玄微洛东有宅，耽道，饵术及茯苓三十载。因药尽，领童仆辈入嵩山采芝，年方回，宅中无人，蒿莱满院。时春季夜间，风清月朗，不睡，独处院，家人无故辄不到。……
X39-P1007,续·贬误,神仙志怪,祥瑞灾异,天降祥瑞或灾异的记录,凤、麒麟,予太和初从事浙西赞皇公幕中，尝因与曲宴，中夜，公语及国朝词人优劣，云：「世人言灵芝无根，醴泉无源，张曲江著词也。盖取虞翻《与弟求婚书》，徒以‘芝草’为‘灵芝’耳……
X39-P1009,续·贬误,神仙志怪,修道成仙,通过修炼得道成仙,道,相传云，释道钦住径山，有问道者，率尔而对，皆造宗极。刘忠州晏，尝乞心偈。令执炉而听，再三称「诸恶莫作，众善奉行」。晏曰：「此三尺童子皆知之。」钦曰：「三尺童子皆……
X39-P1018,续·贬误,神仙志怪,祥瑞灾异,天降祥瑞或灾异的记录,僧、龙,蜀石笋街，夏中大雨，往往得杂色小珠。俗谓地当海眼，莫知其故。蜀僧惠嶷曰：「前史说蜀少城饰以金璧珠翠，桓温恶其大侈，焚之，合在此。今拾得小珠，时有孔者，得非是乎？……
X39-P1020,续·贬误,神仙志怪,修道成仙,通过修炼得道成仙,道、龙,相传玄宗尝令左右提优人黄翻绰入池水中，复出，翻绰曰：「向见屈原笑臣：‘尔遭逢圣明，何尔至此？’「据《朝野佥载》，散乐高崔嵬善弄痴，大帝令没首水底，少顷，出而大笑……
X39-P1021,续·贬误,神仙志怪,占卜预言、神灵传说,通过占卜进行预言的故事、关于神仙、民俗神灵的传说记载,仙、妖,今人每睹栋宇巧丽，必强谓鲁般奇工也。至两都寺中，亦往往托为鲁般所造，其不稽古如此。据《朝野佥载》云：「鲁般者，肃州敦煌人，莫详年代，巧侔造化。于凉州造浮图，作木……
X39-P1027,续·贬误,神仙志怪,鬼魂还阳、修道成仙、异闻杂录,鬼魂返回阳间的故事、通过修炼得道成仙、古文叙事模式的超自然片段，以叙事标记词为特征,神、道、咒,相传天宝中，中岳道士顾玄绩尝怀金游市中。历数年，忽遇人，强登旗亭，扛壶尽醉。日与之熟，年中输数百金。其人疑有为，拜请所欲。玄绩笑曰：「予烧金丹八转矣，要人相守，……
X39-P1028,续·贬误,神仙志怪,僧尼异事、佛教志异,僧尼的奇异经历、佛教相关的灵异事迹与志怪记载,神、佛、僧、符、巫,相传云，公初谒华严，严命坐，顷曰：「尔看吾心在何所？」公曰：「师驰白马过寺门矣。」又问之，公曰：「危乎！师何为处乎刹末也？」华严曰：「聪明果不虚，试复观我。」公……
X39-P1033,续·贬误,神仙志怪,法术幻术、修道成仙,使用法术或幻术的故事、通过修炼得道成仙,道,《朝野佥载》云：「隋末，有昝君谟善射。闭目而射，应口而中，云志其目则中目，志其口则中口。有王灵智学射于谟，以为曲尽其妙，欲射杀谟，独擅其美。谟执短刀，箭来辄截之……
X39-P1047,续·贬误,神仙志怪,鬼魂还阳、物怪变形,鬼魂返回阳间的故事、无生命物体变形为怪物或精灵,魅、道,《礼》：婚礼必用昏，以其阳往而阴来也。今行礼于晓；祭，质明行事，今俗祭先又用昏，谬之大者矣。夫宫中祭邪魅及葬窳则用昏。又，今士大夫家昏礼露施帐，谓之入帐。新妇乘……
X40-P1049,续·寺塔记上,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,仙、僧、符,武宗癸亥三年夏，予与张君希复善继、同官秘书郑君符梦复，连职仙署。会暇日，游大兴善寺。因问《两京新记》及《游目记》，多所遗略，乃约旬寻两街寺，以街东兴善为首，二记……
X40-P1050,续·寺塔记上,佛道灵异,佛教志异、僧尼异事、异闻杂录,佛教相关的灵异事迹与志怪记载、僧尼的奇异经历、古文叙事模式的超自然片段，以叙事标记词为特征,神、鬼、仙、精、佛、僧、龙、菩萨,靖善坊大兴善寺，寺取「大兴「两字、坊名字为名。《新记》云：「优填像，总章，初为火所烧。」据梁时西域优填在荆州，言隋自台城移来此寺，非也。今又有栴檀像，开目，其工……
X40-P1051,续·寺塔记上,妖怪变形,形体变化、佛法灵验、占卜预言,身体形体的各种变化、佛法感应、灵验显灵的故事、通过占卜进行预言的故事,神、精、龙、变、变化,辞。二十字连句：乘晴入精舍，语默想东林。尽是忘机侣，谁惊息影禽。有松堪系马，遇钵更投针。记得汤师句，高禅助朗吟。一雨微尘尽，支郎许数过。方同嗅檐卜，不用算多罗。……
X40-P1053,续·寺塔记上,神仙志怪,僧尼异事、法术幻术,僧尼的奇异经历、使用法术或幻术的故事,佛、僧、道,长乐坊安国寺。红楼，睿宗在藩时舞榭。东禅院，亦曰水塔院，院门北西廊五壁，吴道玄弟子释思道画释梵八部，不施彩色，尚有典刑。禅师法空影堂，世号吉州空者，久养骡，将终……
X40-P1055,续·寺塔记上,神仙志怪,占卜预言,通过占卜进行预言的故事,道,辞。红楼连句，隐侯体：重叠碎晴空，余霞更助红。蟾踪近鳷鹊，鸟道接相风。苔静金轮路，云轻白日宫。壁诗传谢客，门榜占休公。穗柏连句：一院暑难侵，莓苔可影深。标枝争息……
X40-P1056,续·寺塔记上,佛道灵异,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,怪、精、佛、僧、道、龙、变、地狱,常乐坊赵景公寺，隋开皇三年置。本曰弘善寺，十八年改焉。南中三门里东壁上，吴道玄白画地狱变，笔力劲怒，变状阴怪，睹之不觉毛戴。吴画中得意处。三阶院西廊下，范长寿画……
X40-P1057,续·寺塔记上,神仙志怪,鬼魂还阳、物怪变形,鬼魂返回阳间的故事、无生命物体变形为怪物或精灵,神、鬼、仙、怪、龙、冥、魄,辞。吴画连句：惨淡十堵内，吴生纵狂迹。风云将逼人，鬼神如脱壁。其中龙最怪，张甲方汗栗。黑夜窸窣时，安知不霹雳。此际忽仙子，猎猎衣舄奕。妙瞬乍疑生，参差夺人魄。往……
X40-P1060,续·寺塔记上,佛道灵异,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,怪、精、佛、僧、菩萨,大同坊灵华寺，大历初，僧俨讲经，天雨华，至地咫尺而灭。夜有光烛室，敕改为灵华。俨即康藏之师也，康本住靖恭里毡曲，忽睹光如轮，众人皆见，遂寻光至俨讲经所灭。佛殿西……
X40-P1062,续·寺塔记上,佛道灵异,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,神、鬼、精、道、菩萨、袈裟,道政坊宝应寺。韩幹，蓝田人，少时常为贳酒家送酒。王右丞兄弟未遇，每贳酒漫游。幹常徵债于王家。戏画地为人马，右丞精思丹青，奇其意趣，乃岁与钱二万，令学画十余年。今……
X40-P1063,续·寺塔记上,神仙志怪,占卜预言,通过占卜进行预言的故事,僧、巫,辞。僧房连句：古画思匡岭，上方疑傅岩。蝶闲移忍草，蝉晓揭高杉。香字消芝印，金经发ぇ函。井通松底脉，书拆洞中缄。哭小小写真连句：如生小小真，犹自未栖尘。褕袂将离壁……
X40-P1064,续·寺塔记上,神仙志怪,僧尼异事、法术幻术,僧尼的奇异经历、使用法术或幻术的故事,僧、变,安邑坊玄法寺，初居人张频宅也。尝供养僧，僧以念《法华经》为业。积十余年，张门人谮僧通其侍婢，因以他事杀之。僧死后，阖宅常闻经声不绝。张寻知其冤，惭悔不及。因舍宅……
X40-P1066,续·寺塔记上,神仙志怪,佛教志异、异闻杂录、佛法灵验,佛教相关的灵异事迹与志怪记载、古文叙事模式的超自然片段，以叙事标记词为特征、佛法感应、灵验显灵的故事,神、鬼、仙、佛、僧、道、变、异人,平康坊菩提寺：佛殿东西障日及诸柱上图画，是东廊旧迹，郑法士画。开元中，因屋坏，移入大佛殿内槽北壁。食堂前东壁风上，吴道玄画《智度论》色偈变，偈是吴自题，笔迹遒劲……
X40-P1067,续·寺塔记上,神仙志怪,占卜预言,通过占卜进行预言的故事,佛、僧、咒,辞。书事连句：悉为无事者，任被俗流憎。客异干时客，僧非出院僧。远闻疏牖磬，晓辨密龛灯。步触珠幡响，吟窥钵水澄。句饶方外趣，游惬社中朋。静里已驯鸽，斋中亦好鹰。金……
X41-P1068,续·寺塔记下,佛道灵异,佛教志异,佛教相关的灵异事迹与志怪记载,僧、凤,宣阳坊奉慈寺，开元中，虢国夫人宅。安禄山伪署百官，以田乾真为京兆尹，取此宅为府，后为郭暧驸马宅。今上即位之初，太皇太后为升平公主追福，奏置奉慈寺，赐钱二十万，绣……
X41-P1070,续·寺塔记下,妖怪变形,僧尼异事、佛教志异、人兽互变,僧尼的奇异经历、佛教相关的灵异事迹与志怪记载、人与兽之间的变形互变,佛、僧、道、变,光宅坊光宅寺，本官蒲萄园中禅师影堂，师号惠中，肃宗上元二年征至京师，初居此寺。征诏云：「杖锡而来，京师非远。斋心已久，副朕虚怀。」建中中，有僧竭造曼殊堂，将版基……
X41-P1071,续·寺塔记下,神仙志怪,佛法灵验、佛教志异,佛法感应、灵验显灵的故事、佛教相关的灵异事迹与志怪记载,怪、佛,辞。中禅师影堂连句：名下固无虚，敖曹貌严毅。洞达见空王，圆融入佛地。一言当要害，忽忽醒诸醉。不动须弥山，多方辨无匮。坦率对万乘，偈答无所避。尔如毗沙门，外形如脱……
X41-P1072,续·寺塔记下,佛道灵异,奇人异能,具有超常能力的人物,怪、僧、凤、菩萨、咒,翊善坊保寿寺，本高力士宅。天宝九载，舍为寺。初，铸钟成，力士设斋庆之，举朝毕至，击百千，有规其意，连击二十杵。经藏阁规构危巧，二塔火珠受十余斛。河阳从事李涿，性……
X41-P1073,续·寺塔记下,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,怪,辞。先天帧赞连句：观音化身，厥形孔怪。胣淫厉，众魔膜拜。指蒡鸿纷，榜列区界。其事明张，何不可解。阎河德川，大士先天。众像参罗，敦敦田田。百亿花发，百千灯燃。胶如……
X41-P1075,续·寺塔记下,佛道灵异,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,神、鬼、怪、佛、僧、道、龙、菩萨,宣阳坊静域寺，本太穆皇后宅。寺僧云：「三阶院门外，是神尧皇帝射孔雀处。禅院门内外，《游目记》云王昭隐画。门西里面和修吉龙王，有灵。门内之西，火目药叉及北方天王，……
X41-P1076,续·寺塔记下,神仙志怪,鬼魂还阳,鬼魂返回阳间的故事,鬼、龙、蛟,辞。三阶院连句：密密助堂堂，隋人歌檿桑。双弧摧孔雀，一矢损贪狼。百步望云立，九规看月张。获蛟徒破浪，中乙漫如墙。还似贯金鼓，更疑穿石梁。因添挽河力，为灭射天狂。……
X41-P1077,续·寺塔记下,神仙志怪,鬼魂还阳、僧尼异事,鬼魂返回阳间的故事、僧尼的奇异经历,神、鬼、僧、龙,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
X41-P1079,续·寺塔记下,佛道灵异,佛法灵验,佛法感应、灵验显灵的故事,佛、道、菩萨,事征释门古今迷字：争田书贞字，焉兜知伯叔，解梦羊负鱼，问入曰下人，塔上书师子。征前代关释门佳谱：何充志大宇宙，此子疲于津梁，生天在丈人后，二何佞于佛，问年答「小……
X41-P1080,续·寺塔记下,佛道灵异,僧尼异事、异物奇珍,僧尼的奇异经历、奇异物品和珍宝的记载,龙、蛟、袈裟,招国坊崇济寺，寺内有天后织成蛟，龙被袄子及绣衣六事。东廊从南第二院，有宣律师制袈裟堂。曼殊堂有松数株，甚奇。
X41-P1081,续·寺塔记下,佛道灵异,佛教志异,佛教相关的灵异事迹与志怪记载,佛、僧、龙、袈裟,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
X41-P1082,续·寺塔记下,神仙志怪,佛法灵验,佛法感应、灵验显灵的故事,仙、佛、道,永安坊永寿寺，三门东，吴道子画，似不得意。佛殿名会仙，本是内中梳洗殿。贞元中，有证智禅师往往著灵验，或时在张椟兰若中治田，及夜归寺，若在金山界，相去七百里。
X41-P1084,续·寺塔记下,佛道灵异,动植怪变、异闻杂录,动植物出现怪异变化、古文叙事模式的超自然片段，以叙事标记词为特征,僧、道、龙、菩萨,崇仁坊资圣寺，净土院门外，相传吴生一夕秉烛醉画。就中戟手，视之恶骇。院门里，卢楞伽画。卢常学吴势，吴亦授以手诀。乃画总持三门寺，方半，吴大赏之，谓人曰：「楞伽不……
X41-P1085,续·寺塔记下,神仙志怪,鬼魂还阳,鬼魂返回阳间的故事,鬼、怪、变,辞。诸画连句，柏梁体：吴生画勇矛戟攒，出奇变势千万端。苍苍鬼怪层壁宽，睹之忽忽毛发寒。棱伽之力所痑瘢，李真周昉优劣难。活禽生卉推边鸾。花房嫩彩犹未干。韩干变态如……
X41-P1088,续·寺塔记下,异域怪物,僧尼异事、法术幻术,僧尼的奇异经历、使用法术或幻术的故事,僧、道、龙、变,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
X42-P1089,续·金刚经鸠异,佛道灵异,佛法灵验、佛教志异,佛法感应、灵验显灵的故事、佛教相关的灵异事迹与志怪记载,怪、佛、僧、道、龙、法师,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
X42-P1090,续·金刚经鸠异,神仙志怪,鬼魂还阳、异闻杂录,鬼魂返回阳间的故事、古文叙事模式的超自然片段，以叙事标记词为特征,鬼、凤、变,张镒相公先君齐丘，酷信释氏。每旦更新衣，执经于像前，念《金刚经》十五遍，积数十年不懈。永泰初，为朔方节度使。衙内有小将负罪，惧事露，乃扇动军人数百，定谋反叛。齐……
X42-P1091,续·金刚经鸠异,神仙志怪,僧尼异事、物怪变形,僧尼的奇异经历、无生命物体变形为怪物或精灵,仙、怪、僧、道,刘逸淮在汴，时韩弘为右厢虞候，王某为左厢虞候，与弘相善。或谓二人取军情，将不利于刘。刘大怒，俱召诘之。弘即刘之甥，因控地碎首大言，刘意稍解。王某年老，股战不能自……
X42-P1092,续·金刚经鸠异,冥界报应,异闻杂录、佛教志异、冥界游历,古文叙事模式的超自然片段，以叙事标记词为特征、佛教相关的灵异事迹与志怪记载、进入冥界游历后返回的故事,僧、冥、地狱,梁崇义在襄州，未阻兵时，有小将孙咸暴卒，信宿却苏。梦至处，如王者所居，仪卫甚严，有吏引与僧对事。僧法号怀秀，亡已经年。在生极犯戒，及入冥，无善可录，乃绐云：「我……
X42-P1093,续·金刚经鸠异,佛道灵异,佛教志异,佛教相关的灵异事迹与志怪记载,佛、僧、冥,贞元中，荆州天崇寺僧智灯常持《金刚经》。遇疾死，弟子启手足犹热，不即入木。经七日却活，云初见冥中若王者，以念经故，合掌降阶。因问讯，言更容上人十年在世，勉出生死……
X42-P1094,续·金刚经鸠异,神仙志怪,佛法灵验、佛教志异,佛法感应、灵验显灵的故事、佛教相关的灵异事迹与志怪记载,冥,公安潺陵村百姓王从贵妹，未嫁，常持《金刚经》。贞元中，忽暴疾卒。埋已三日，其家复墓，闻冢中呻吟，遂发视之，果有气，舆归。数日，能言，云：「初至冥间，冥吏以持经功……
X42-P1095,续·金刚经鸠异,佛道灵异,佛教志异,佛教相关的灵异事迹与志怪记载,鬼,韦南康镇蜀，时有左营伍伯，于西山行营与同火卒学念《金刚经》。性顽，初日才得题目，其夜堡外拾薪，为蕃骑缚去，行百余里乃止。天未明，遂踣之于地，以发系撅，覆以驼毯寝……
X42-P1096,续·金刚经鸠异,冥界报应,佛教志异、死后复活、冥界游历,佛教相关的灵异事迹与志怪记载、死后或濒死后复活、还魂的故事、进入冥界游历后返回的故事,怪、道、冥,元和初，汉州孔目典陈昭，因患见人，著黄衣，至床前云：「赵判官唤尔。」昭问所因，云：「至自冥间，刘辟与窦悬对事，要君为证。」昭即留坐。逡巡又有人，手持物如球胞，前……
X42-P1097,续·金刚经鸠异,神仙志怪,佛教志异,佛教相关的灵异事迹与志怪记载,僧,荆州法性寺僧惟恭，三十余年念《金刚经》，日五十遍。不拘僧仪，好酒，多是非，为众僧所恶。后遇疾且死。同寺有僧灵岿，其迹类惟恭，为寺二害。因他故出，去寺里，逢五六人……
X42-P1098,续·金刚经鸠异,神仙志怪,佛法灵验、佛教志异,佛法感应、灵验显灵的故事、佛教相关的灵异事迹与志怪记载,冥、魂,董进朝，元和中入军。初在军时，宿直城东楼上。夕，月明，忽见四人著黄，从东来，聚立城下，说己姓名，状若追捕。因相语曰：「董进朝常持《金刚经》，以分功德祝庇冥司，我……
X42-P1100,续·金刚经鸠异,神仙志怪,僧尼异事、梦兆应验,僧尼的奇异经历、梦中的预兆后来应验,僧,长庆初，荆州公安僧会宗，姓蔡，常中蛊，得病骨立，乃发愿念《金刚经》以待尽。至五十遍，昼梦有人令开口，喉中引出发十余茎。夜又梦吐大螾，长一肘余，因此遂愈。荆山僧行……
X42-P1101,续·金刚经鸠异,佛道灵异,佛法灵验、佛教志异,佛法感应、灵验显灵的故事、佛教相关的灵异事迹与志怪记载,僧、冥,江陵开元寺般若院僧法正，日持《金刚经》三七遍。长庆初，得病卒。至冥司，见若王者问：「师生平作何功德？」答曰：「常念《金刚经》。」乃揖上殿，令登绣坐念经七遍。侍卫……
X42-P1102,续·金刚经鸠异,佛道灵异,佛教志异,佛教相关的灵异事迹与志怪记载,道,石首县有沙弥道荫，常持念《金刚经》。宝历初，因他出夜归，中路忽遇虎吼掷而前。沙弥知不免，乃闭目而坐，但默念经，心期救护。虎遂伏草守之。及曙，村人来往，虎乃去。视……
X42-P1103,续·金刚经鸠异,梦兆占验,梦兆应验、神灵传说,梦中的预兆后来应验、关于神仙、民俗神灵的传说记载,神,元和三年，贼李同捷阻兵沧景，帝命刘祐统齐德军讨之。初围德州城，城坚不拔。翌日，又攻之，自卯至未，十伤八九，竟不能拔。时有齐州衙内八将官健儿王忠幹，博野人，常念《……
X42-P1104,续·金刚经鸠异,佛道灵异,佛教志异,佛教相关的灵异事迹与志怪记载,魅、僧,何轸，鬻贩为业。妻刘氏，少断酒肉，常持《金刚经》。先焚香像前，愿年止四十五，临终心不乱，先知死日。至太和四年冬，四十五矣，悉舍资装供僧。欲入岁假，遍别亲故。何轸……
X42-P1107,续·金刚经鸠异,神仙志怪,冥界游历、佛法灵验、佛教志异,进入冥界游历后返回的故事、佛法感应、灵验显灵的故事、佛教相关的灵异事迹与志怪记载,冥,太和五年，汉州什邡县百姓王翰，常在市日逐小利，忽暴卒。经三日却活，云冥中有十六人同被追，十五人散配他处，翰独至司，见青衫少年，称是己侄，为冥官厅子，遂引见推典。……
X42-P1108,续·金刚经鸠异,神仙志怪,修道成仙、梦兆应验,通过修炼得道成仙、梦中的预兆后来应验,道,太和七年冬，给事中李公石为太原行军司马。孔目官高涉，因宿使院，至冬冬鼓起时诣邻房，忽遇人，长六尺馀，呼曰：「行军唤尔。」涉遂行。行稍迟，其人自后拓之，不觉向北。……
X42-P1109,续·金刚经鸠异,神仙志怪,梦兆应验,梦中的预兆后来应验,道,永泰初，丰州烽子暮出，为党项缚入西蕃易马。蕃将令穴肩骨，贯以皮索，以马数百蹄配之。经半岁，马息一倍，蕃将赏以羊革数百。因转近牙帐，赞普子爱其了事，遂令执纛左右，……
X43-P1136,续·支动,神仙志怪,修道成仙,通过修炼得道成仙,道、龙,道书以鲤鱼多为龙，故不欲食，非缘反药。庶子张文规又曰：「医方中畏食鲤鱼，谓若鱼中猪肉也」
X43-P1138,续·支动,神仙志怪,鬼魂还阳、修道成仙,鬼魂返回阳间的故事、通过修炼得道成仙,道、魂,公又说：「道书中言獐鹿无魂，故可食」
X43-P1139,续·支动,神仙志怪,僧尼异事、修道成仙,僧尼的奇异经历、通过修炼得道成仙,僧、道,予幼时，尝见说郎巾，谓狼之筋也。武宗四年，官市郎巾。予夜会客，悉不知郎巾何物，亦有疑是狼筋者。坐老僧泰贤云：「泾帅段祐宅在昭国坊，尝失银器十余事。贫道时为沙弥，……
X43-P1165,续·支动,神仙志怪,鬼魂还阳、占卜预言,鬼魂返回阳间的故事、通过占卜进行预言的故事,,邓州卜者，有书生住邓州，尝游郡南，数月不返。其家诣卜者占之，卜者视卦曰：「甚异，吾未能了。可重祝。「祝毕，拂龟改灼，复曰：「君所卜行人，兆中如病非病，如死非死，……
X44-P1222,续·支植上,神仙志怪,僧尼异事,僧尼的奇异经历,僧、龙,木龙树，徐之高冢城南有木龙寺，寺有三层砖塔，高丈余。塔侧生一大树，萦绕至塔顶，枝干交横。上平，容十余人坐。枝杪四向下垂，如百子帐。莫有识此木者，僧呼为龙木。梁武……
X45-P1237,续·支植下,神仙志怪,鬼魂还阳、法术幻术,鬼魂返回阳间的故事、使用法术或幻术的故事,神、鬼、魅、符、巫,无患木，烧之极香，辟恶气，名噤娄，名桓。昔有神巫曰瑶，能符劾百鬼，擒魑魅，以无患木击杀之。世人竞取此木为器用却鬼，因曰无患木。
X45-P1253,续·支植下,神仙志怪,修道成仙,通过修炼得道成仙,僧,宋州莆田县破冈山，武宗二年，巨石上生菌，大如合篑，茎及盖黄白色，其下浅红，尽为过僧所食，云美倍诸菌。
